date,AAPL,MSFT,NVDA,GOOG,META,TSLA,AMZN,BRK-B,JPM,XOM,600519,000858,601318,601398,000333,600036,000651,601888,000725,002594
2021-03-04,109.301,187.274,163.46,65.426,112.973,101.74,142.681,153.079,116.333,138.046,8.234,8.36,6.319,15.073,6.698,10.349,4.886,12.223,12.92,13.245
2021-03-05,111.021,190.956,170.234,67.343,108.245,98.802,139.029,154.245,115.139,140.076,8.431,7.993,6.603,14.624,6.772,10.387,5.015,12.727,12.714,13.422
2021-03-08,110.491,185.333,169.192,65.767,105.772,98.446,138.502,152.732,118.46,138.982,8.485,7.924,6.758,14.572,7.024,10.713,4.979,12.601,11.883,13.105
2021-03-09,109.917,186.753,168.29,66.716,100.861,93.677,142.232,151.076,118.957,138.896,8.257,8.178,7.193,14.702,7.001,10.554,4.999,12.665,12.534,12.635
2021-03-10,113.305,180.797,167.148,65.84,100.218,94.155,142.213,144.189,116.694,135.221,7.923,8.213,7.194,14.379,7.027,10.764,4.867,12.724,12.449,12.299
2021-03-11,115.951,182.93,175.551,65.676,100.178,94.974,142.764,143.336,120.402,131.798,7.913,8.153,7.136,14.028,7.38,11.457,4.742,12.3,12.279,12.98
2021-03-12,118.62,182.888,183.113,65.825,100.558,94.999,144.277,141.583,121.141,131.942,7.822,8.359,7.346,13.981,7.056,11.38,4.822,11.885,11.788,12.148
2021-03-15,122.947,175.922,193.811,63.567,100.801,93.808,147.829,139.713,121.269,129.222,7.952,8.147,7.567,14.304,7.352,11.603,4.921,11.663,11.35,12.434
2021-03-16,123.111,180.943,193.202,62.453,98.439,89.906,143.046,141.417,121.962,133.779,7.949,8.106,8.001,14.57,7.439,11.788,4.924,11.947,11.5,12.207
2021-03-17,125.502,177.869,194.869,64.452,98.029,90.703,144.877,144.072,118.599,129.416,8.108,8.132,7.873,14.222,7.6,11.411,4.784,11.857,11.116,12.107
2021-03-18,124.532,174.525,187.406,65.818,94.271,93.551,144.241,145.105,117.046,127.854,7.913,8.051,7.831,14.491,7.846,11.564,4.788,11.714,11.158,12.299
2021-03-19,125.732,175.473,194.756,65.76,97.707,92.501,144.873,149.16,117.172,128.013,8.048,8.07,7.64,14.155,7.904,11.646,4.928,11.567,11.863,12.478
2021-03-22,125.38,180.414,189.056,66.171,97.01,93.45,148.116,151.624,116.678,127.375,8.15,8.036,7.787,13.518,7.793,11.58,5.128,11.534,11.565,12.272
2021-03-23,125.808,176.133,190.302,65.757,95.849,90.499,144.701,150.533,120.751,125.208,7.851,7.783,7.371,13.546,8.007,11.351,5.013,12.003,11.231,11.861
2021-03-24,127.952,176.503,185.08,67.869,99.907,91.459,141.894,148.762,121.568,123.375,8.036,7.816,7.662,13.982,8.235,11.531,4.82,11.786,11.369,12.054
2021-03-25,125.186,178.427,182.438,67.593,96.744,90.81,136.502,150.155,124.458,121.503,8.047,7.582,7.822,14.247,8.464,11.279,4.914,11.571,10.948,12.229
2021-03-26,132.447,181.503,178.661,67.997,93.975,89.466,135.13,152.628,124.611,121.054,8.102,7.611,7.985,14.253,8.477,11.825,4.882,11.583,11.531,12.149
2021-03-29,128.903,182.383,176.023,69.849,91.359,88.147,138.891,158.567,128.242,125.021,7.973,7.847,8.027,14.092,8.331,11.681,4.989,12.069,11.861,12.291
2021-03-30,124.719,180.892,173.737,68.627,91.27,87.52,138.695,163.844,129.727,125.301,8.154,7.798,8.459,13.943,8.374,11.36,5.022,11.749,11.808,12.161
2021-03-31,128.766,177.417,171.44,71.155,92.374,88.313,135.089,161.566,129.9,127.837,7.977,7.592,8.593,13.992,8.572,11.23,4.918,11.426,11.49,11.916
2021-04-01,131.653,177.894,175.306,68.664,94.235,85.995,133.904,161.253,129.981,129.017,8.094,7.571,8.415,13.577,8.793,11.161,4.925,11.296,11.346,11.925
2021-04-02,134.001,173.433,170.462,71.307,100.647,85.378,130.024,164.336,126.8,131.484,8.212,7.43,8.247,13.449,8.704,11.772,5.075,11.335,11.25,12.088
2021-04-05,136.407,161.396,171.601,70.73,94.81,85.397,127.207,169.254,128.637,125.613,8.065,7.53,7.999,13.373,8.775,11.362,5.057,11.524,11.388,12.189
2021-04-06,136.465,163.185,177.18,70.373,96.395,83.535,128.333,173.725,128.625,125.112,8.351,7.505,8.156,12.869,8.496,11.335,4.935,11.803,11.758,12.353
2021-04-07,133.219,166.823,174.998,67.321,95.069,86.751,125.427,173.569,127.029,127.898,8.383,7.794,7.877,12.57,8.706,11.199,4.753,11.516,11.391,12.124
2021-04-08,133.597,157.478,171.915,66.648,93.689,85.304,128.368,167.787,130.901,126.831,8.479,7.999,8.177,12.722,8.542,11.327,4.667,11.262,11.75,12.614
2021-04-09,131.224,153.764,171.057,65.076,92.247,84.207,128.314,163.363,126.665,130.596,8.244,7.971,8.557,12.731,8.711,11.196,4.623,11.181,11.979,12.324
2021-04-12,134.825,156.142,176.448,64.195,90.13,82.583,128.666,164.714,125.361,133.88,8.556,8.1,8.171,12.626,8.468,10.909,4.711,11.367,11.799,12.295
2021-04-13,134.385,163.94,177.507,64.027,94.171,85.766,128.075,166.388,128.919,132.987,8.364,8.029,8.221,12.306,8.687,10.863,4.588,11.033,11.413,11.895
2021-04-14,131.453,164.124,175.238,65.491,96.321,86.847,130.201,161.549,130.129,132.026,8.516,8.036,8.229,12.86,8.76,10.792,4.754,10.879,11.46,11.845
2021-04-15,130.397,161.362,177.605,65.845,96.457,85.248,132.389,161.881,130.09,129.973,8.361,7.971,8.486,12.369,8.595,10.649,4.606,10.731,11.094,12.011
2021-04-16,131.969,160.755,172.709,66.355,99.942,87.304,133.418,164.8,131.088,128.766,8.266,8.109,8.965,12.462,8.746,10.522,4.856,10.975,11.448,12.248
2021-04-19,130.035,166.153,175.924,64.703,96.071,87.764,135.072,159.772,131.843,126.305,8.381,8.371,8.31,12.296,8.622,10.805,4.978,11.116,11.06,12.737
2021-04-20,127.209,163.684,177.956,63.416,92.807,88.33,134.632,164.715,126.64,127.31,8.533,8.521,8.321,12.314,8.786,10.729,4.994,11.359,11.252,12.912
2021-04-21,128.154,160.65,176.711,66.106,87.598,87.792,136.241,163.16,125.584,124.413,8.335,8.699,8.249,12.479,8.73,10.456,4.802,11.723,11.231,13.01
2021-04-22,129.11,158.891,173.046,65.014,86.067,86.517,135.452,168.885,131.12,125.758,8.497,8.88,7.851,12.002,8.363,10.349,4.796,11.643,11.044,12.872
2021-04-23,127.418,155.359,169.242,67.556,86.501,87.22,135.595,166.574,128.943,127.167,8.654,8.991,7.817,12.005,8.264,10.363,4.753,11.321,11.015,12.666
2021-04-26,125.873,155.913,171.75,67.214,86.803,86.325,134.983,162.057,127.974,123.848,8.505,8.761,7.937,12.414,8.18,10.052,4.612,11.01,11.386,12.983
2021-04-27,126.768,162.082,177.383,67.257,87.212,89.685,133.876,160.171,126.251,127.096,8.748,9.096,7.864,13.038,8.46,10.423,4.643,10.536,10.976,13.301
2021-04-28,121.842,163.438,174.629,68.97,84.066,87.412,132.152,159.891,126.081,128.283,8.515,9.466,7.445,12.8,8.652,10.63,4.554,10.553,10.844,12.949
2021-04-29,117.243,162.551,176.871,71.051,85.899,90.303,133.533,158.334,124.244,129.974,8.417,9.275,8.282,12.821,9.003,10.975,4.478,10.461,10.6,13.193
2021-04-30,115.028,161.515,167.486,70.909,86.506,90.192,137.196,157.536,125.978,128.494,8.487,9.198,8.238,13.628,9.24,11.075,4.457,10.66,10.593,13.417
2021-05-03,114.444,155.564,165.114,70.311,88.234,90.852,140.575,159.101,126.763,129.921,8.354,9.325,8.274,13.866,9.122,10.553,4.397,10.669,10.377,13.049
2021-05-04,115.505,158.954,165.142,70.26,83.94,92.527,137.157,158.493,129.502,132.432,8.392,9.442,7.963,13.631,9.083,11.047,4.61,10.55,9.82,13.235
2021-05-05,120.255,158.756,161.413,70.854,84.691,91.413,140.861,158.341,125.999,132.348,8.425,9.399,8.039,13.399,8.995,10.668,4.483,10.525,9.625,12.894
2021-05-06,123.169,158.168,157.656,72.364,82.13,93.158,140.101,151.104,124.979,136.793,8.395,9.135,7.997,13.767,8.85,10.481,4.529,10.271,10.114,12.114
2021-05-07,122.724,170.373,155.083,72.413,81.343,88.006,141.94,152.843,124.348,137.024,8.518,9.199,7.476,13.38,8.451,10.52,4.544,10.525,10.045,12.218
2021-05-10,122.753,171.699,156.408,73.498,82.545,86.783,139.492,152.6,125.981,139.704,8.48,9.313,7.291,13.797,8.554,10.85,4.581,10.334,10.116,12.305
2021-05-11,119.48,168.712,155.801,76.341,82.809,85.207,140.033,159.421,123.439,140.506,8.513,9.466,7.496,13.933,8.286,11.11,4.627,10.059,10.034,12.277
2021-05-12,119.51,167.093,146.924,77.063,81.032,83.075,141.061,155.476,126.573,141.983,8.687,9.541,8.006,14.144,8.283,11.34,4.722,10.258,10.023,13.17
2021-05-13,118.658,171.797,138.999,77.666,81.111,82.794,136.983,147.95,130.701,138.254,8.808,9.483,7.992,14.047,8.719,11.262,4.751,10.402,9.897,13.106
2021-05-14,119.796,172.37,136.95,74.968,77.929,83.549,138.802,150.565,127.382,139.224,8.93,9.696,8.302,13.804,8.482,11.181,4.776,9.982,10.062,13.163
2021-05-17,117.176,166.535,138.707,70.426,80.336,84.862,142.709,152.112,125.839,137.692,8.742,9.711,8.261,14.38,8.527,11.27,4.782,10.308,10.099,13.314
2021-05-18,118.93,170.308,128.974,71.103,79.969,85.38,142.352,148.063,124.177,135.927,8.822,9.61,8.24,14.071,8.722,11.239,4.767,10.132,9.742,13.174
2021-05-19,124.008,167.686,127.431,70.988,82.372,84.289,146.4,142.019,133.015,139.921,8.68,9.571,8.557,13.914,8.786,11.467,4.665,10.046,9.823,13.49
2021-05-20,123.733,175.32,125.819,70.18,81.305,85.029,145.989,148.085,131.62,139.57,8.477,9.195,9.055,13.889,8.854,11.684,4.659,10.095,9.088,13.621
2021-05-21,125.188,179.968,130.464,70.619,80.258,85.341,148.638,153.912,137.636,137.424,8.464,9.158,9.333,13.971,8.778,11.843,4.685,10.239,9.317,13.738
2021-05-24,127.647,178.151,129.29,70.561,78.72,87.098,142.141,143.615,133.122,136.753,8.324,9.301,8.992,13.57,8.732,11.169,4.729,10.351,8.92,13.531
2021-05-25,126.343,183.732,130.698,72.453,80.586,88.602,149.217,141.944,129.739,133.988,8.44,9.372,8.975,13.36,8.529,11.337,4.748,10.344,9.006,13.007
2021-05-26,127.214,184.145,131.304,72.64,79.157,88.755,153.867,148.497,127.49,137.249,8.561,9.693,9.066,13.133,8.711,11.311,4.723,10.244,8.681,12.851
2021-05-27,127.355,188.024,124.188,71.421,80.555,87.193,153.141,146.696,124.74,135.826,8.265,9.637,8.989,13.452,8.34,11.356,4.716,10.348,8.686,12.95
2021-05-28,127.792,190.326,126.779,73.107,79.815,86.102,147.208,144.86,123.97,137.129,8.139,9.743,9.114,13.122,8.644,11.165,4.655,10.324,8.845,12.814
2021-05-31,125.187,186.583,127.61,72.781,75.757,85.209,148.213,143.866,121.748,140.292,7.923,9.917,9.379,12.477,8.348,10.832,4.689,10.769,9.258,12.916
2021-06-01,125.366,183.821,129.413,73.715,74.688,84.743,144.049,139.595,119.207,139.285,7.855,10.441,9.71,11.939,8.55,10.948,4.665,10.761,8.687,12.848
2021-06-02,127.17,188.474,142.696,72.94,72.447,85.308,145.488,133.231,123.006,140.628,7.917,10.319,10.284,11.592,8.479,10.862,4.685,10.531,9.056,12.995
2021-06-03,132.316,187.079,135.134,71.88,72.569,86.671,146.843,137.163,127.14,138.404,7.88,10.077,10.017,12.043,8.225,11.005,4.794,10.416,8.961,12.684
2021-06-04,135.889,185.385,141.301,72.063,70.37,86.673,144.205,130.394,130.482,144.053,7.794,10.27,9.547,12.054,8.347,10.84,4.714,10.432,8.842,12.754
2021-06-07,143.998,181.256,140.387,72.127,72.13,86.797,147.611,131.381,132.433,146.391,7.974,10.701,9.785,12.23,8.542,11.189,4.78,10.757,9.053,12.556
2021-06-08,141.085,183.21,141.568,72.974,72.017,87.15,150.158,134.664,132.89,146.074,7.641,10.464,10.43,12.421,8.453,11.444,4.783,11.121,8.993,12.078
2021-06-09,144.559,192.381,141.539,72.561,71.741,86.309,153.265,129.455,131.258,144.376,7.9,10.662,10.106,12.447,8.608,11.523,5.008,11.021,9.196,12.036
2021-06-10,145.394,187.578,140.122,69.505,73.029,84.739,153.448,126.306,128.05,144.248,7.821,10.958,10.352,12.426,8.126,11.469,4.908,10.783,8.921,12.508
2021-06-11,154.216,187.804,138.191,68.846,74.928,81.733,149.225,130.585,129.415,143.589,7.807,11.209,10.607,12.798,7.962,11.692,4.987,10.517,8.753,12.057
2021-06-14,150.923,194.278,139.505,70.157,74.949,80.639,152.319,132.59,125.491,148.297,7.731,11.242,10.683,12.857,8.219,11.798,4.989,10.584,9.011,12.101
2021-06-15,147.571,194.029,134.16,69.713,73.499,81.521,151.644,130.473,122.288,145.48,7.943,11.066,10.691,13.371,8.178,11.864,4.828,11.165,9.427,12.351
2021-06-16,145.263,196.253,136.898,69.354,70.15,80.416,147.549,134.855,126.166,145.941,7.765,11.046,10.353,13.611,7.805,12.146,4.769,11.144,9.281,13.073
2021-06-17,136.933,191.378,135.556,70.986,68.948,80.106,151.721,139.399,132.684,146.039,7.764,11.16,9.537,13.38,7.768,12.54,4.867,10.729,8.492,12.723
2021-06-18,135.068,193.462,131.722,69.852,67.892,80.971,158.297,140.538,134.205,145.901,7.836,11.389,9.287,13.198,7.594,12.187,4.818,10.549,8.547,12.529
2021-06-21,132.365,192.714,130.315,67.387,68.137,81.937,158.326,137.211,138.295,145.784,7.606,11.475,9.166,12.933,7.566,11.9,4.569,10.398,8.56,12.169
2021-06-22,133.011,197.388,134.684,67.175,67.577,80.184,165.379,135.782,137.523,145.65,7.478,11.378,9.52,13.384,7.5,11.692,4.62,10.201,8.504,12.526
2021-06-23,134.356,203.129,132.948,66.458,68.847,81.936,165.851,136.955,132.752,147.863,7.456,11.521,9.49,13.237,7.537,11.297,4.502,10.111,8.597,12.261
2021-06-24,141.355,215.864,134.312,65.003,67.799,83.949,164.748,136.367,135.049,149.474,7.334,11.744,9.324,12.944,7.527,11.283,4.516,10.204,8.476,12.154
2021-06-25,145.138,218.997,131.9,64.776,67.753,82.065,162.822,139.969,137.231,150.639,7.225,11.845,9.04,13.067,7.783,11.438,4.679,10.373,8.699,11.596
2021-06-28,142.958,220.844,134.617,65.555,69.905,80.746,168.361,134.255,137.627,143.339,7.177,11.623,9.25,13.037,7.869,11.435,4.763,10.645,8.392,12.001
2021-06-29,139.553,222.011,137.138,65.579,70.586,82.837,165.884,128.904,136.872,144.178,7.259,11.576,9.692,13.151,7.961,11.299,4.933,10.781,8.715,12.358
2021-06-30,141.538,220.269,143.836,66.086,70.532,82.674,168.512,129.648,140.517,140.429,7.212,11.824,9.909,13.859,8.194,11.589,4.869,10.288,9.134,12.628
2021-07-01,136.533,222.194,143.322,68.911,69.479,78.942,166.784,128.021,136.961,142.044,7.35,11.456,10.123,14.015,8.119,11.628,4.852,10.158,8.747,12.126
2021-07-02,143.479,220.759,145.943,68.402,68.385,76.726,165.406,125.943,134.269,145.594,7.216,10.917,9.608,14.032,7.869,11.72,4.734,10.125,8.612,12.319
2021-07-05,148.218,221.788,146.456,68.885,66.92,76.411,169.009,119.984,130.79,143.538,7.051,11.419,9.611,13.48,8.107,12.028,4.659,10.164,8.725,11.809
2021-07-06,146.428,228.93,151.512,68.109,66.028,74.644,167.886,120.149,131.214,143.065,7.293,11.38,10.266,13.296,8.138,11.997,4.558,10.375,8.412,11.975
2021-07-07,139.677,223.55,148.84,66.809,67.386,74.082,166.687,120.078,127.536,141.807,7.205,11.536,10.517,13.569,8.17,12.557,4.42,10.39,8.29,12.044
2021-07-08,144.957,229.797,151.856,65.939,67.049,74.213,170.663,122.316,125.334,144.799,7.033,11.257,9.96,13.127,8.046,12.244,4.56,10.407,8.575,12.146
2021-07-09,144.613,237.195,151.238,65.244,64.738,76.553,176.333,122.648,123.098,145.164,6.81,11.445,10.065,13.926,7.927,12.799,4.338,10.47,8.773,12.317
2021-07-12,149.621,236.671,151.134,65.827,67.782,76.174,178.804,122.309,122.362,149.392,6.94,11.516,10.197,13.729,8.096,12.328,4.528,10.412,9.311,12.322
2021-07-13,143.208,224.781,151.64,69.462,68.404,77.958,176.626,126.332,117.629,150.544,6.895,11.106,9.932,13.755,8.297,12.474,4.592,10.437,9.225,11.721
2021-07-14,140.969,221.646,152.779,68.346,65.943,80.362,174.987,121.923,118.017,151.285,6.861,11.463,9.14,13.502,8.461,12.295,4.645,10.72,9.058,12.027
2021-07-15,141.097,228.675,152.468,67.724,65.235,82.85,175.447,123.806,122.057,151.6,6.84,11.504,9.285,13.697,8.631,12.609,4.524,10.703,9.077,12.064
2021-07-16,141.385,228.692,153.464,67.664,65.477,83.432,176.761,118.276,122.618,153.768,6.962,11.402,9.036,13.256,8.756,12.475,4.358,10.7,9.04,11.798
2021-07-19,139.752,223.357,159.884,68.326,68.447,80.111,173.42,115.675,127.777,149.563,6.938,11.306,8.794,14.072,8.788,12.559,4.302,10.696,9.007,11.34
2021-07-20,142.24,220.793,164.119,68.785,66.52,80.967,176.125,111.952,132.446,149.916,7.229,10.794,8.69,14.391,8.754,12.377,4.364,11.028,9.006,11.786
2021-07-21,138.194,225.38,167.973,70.879,68.271,82.823,176.607,114.43,135.322,149.891,7.136,11.068,8.654,14.798,9.02,12.641,4.365,10.744,8.754,12.158
2021-07-22,137.761,228.474,166.155,66.922,70.824,82.773,170.679,114.323,135.724,151.808,7.27,11.134,8.655,14.223,8.94,12.456,4.259,11.2,8.834,12.382
2021-07-23,138.319,227.307,162.491,63.246,69.717,85.871,167.656,114.377,135.938,151.491,7.373,11.086,8.393,14.312,9.026,12.932,4.372,10.725,8.458,12.179
2021-07-26,140.372,225.45,166.668,62.554,69.268,87.502,166.123,111.026,138.839,149.074,7.366,11.405,8.333,14.808,8.851,12.644,4.544,10.692,8.378,11.416
2021-07-27,143.211,223.474,170.611,64.187,67.447,88.633,166.048,110.213,137.525,149.236,7.286,11.051,7.828,15.062,8.711,12.261,4.52,10.885,8.352,11.779
2021-07-28,138.914,218.672,177.283,61.888,67.143,90.734,172.541,108.014,130.756,146.748,7.327,10.903,8.011,14.643,8.664,12.527,4.531,11.155,7.778,11.895
2021-07-29,133.189,227.275,174.683,57.596,67.133,91.463,173.545,109.233,132.599,142.288,7.393,10.695,7.219,14.381,8.496,12.362,4.372,10.789,8.059,11.791
2021-07-30,137.947,225.661,173.815,58.394,68.345,86.814,170.78,106.376,128.729,144.111,7.314,10.628,7.237,14.204,8.667,12.362,4.33,10.515,7.556,12.131
2021-08-02,139.306,232.385,166.606,58.759,70.348,86.006,171.713,110.318,125.552,145.611,7.334,10.645,7.472,13.968,8.382,12.274,4.381,10.589,7.806,12.398
2021-08-03,136.56,241.004,165.075,57.304,69.029,88.244,170.669,105.377,125.675,146.86,7.495,10.749,7.2,14.578,8.407,11.913,4.417,11.18,7.501,12.46
2021-08-04,142.459,246.921,169.495,56.024,65.535,86.856,171.96,103.151,125.479,150.12,7.772,10.665,7.383,13.575,8.438,11.894,4.365,11.347,7.412,12.479
2021-08-05,143.018,244.52,167.613,54.794,65.552,86.546,174.148,107.95,120.877,148.639,7.889,10.455,7.683,13.995,8.064,12.236,4.337,11.285,7.534,12.503
2021-08-06,147.742,247.039,170.556,54.967,66.108,84.757,178.57,106.761,121.528,145.318,8.152,10.852,6.688,13.491,8.077,12.516,4.292,10.644,8.046,12.725
2021-08-09,148.127,247.049,169.881,54.198,66.592,87.998,178.664,103.028,124.778,145.293,8.057,11.442,6.737,13.13,8.131,12.584,4.264,10.797,7.959,12.458
2021-08-10,156.592,241.852,171.472,54.853,66.077,91.175,184.749,103.729,121.145,144.611,8.156,11.308,6.067,12.391,8.221,12.902,4.306,10.894,7.479,12.599
2021-08-11,164.231,243.883,166.543,51.244,66.346,89.596,188.319,102.474,125.374,142.767,8.351,11.116,6.117,12.353,8.183,12.596,4.109,10.8,7.792,12.316
2021-08-12,163.238,237.142,167.073,50.253,69.028,89.968,185.825,100.227,120.281,142.72,8.213,11.486,6.119,12.886,8.324,12.505,4.151,10.587,7.624,12.737
2021-08-13,167.701,244.041,154.296,48.966,69.773,88.791,194.292,97.32,127.189,141.436,8.139,11.112,5.594,12.795,8.305,12.62,4.184,10.632,7.645,12.916
2021-08-16,170.79,241.475,153.699,48.703,69.148,90.025,195.771,104.74,125.918,137.343,8.391,11.029,6.038,12.368,8.312,12.585,4.129,10.399,7.78,12.7
2021-08-17,177.316,242.79,147.36,48.122,68.3,91.078,192.674,104.11,126.53,136.489,8.242,10.857,6.01,12.729,8.367,12.517,4.083,10.864,7.253,12.734
2021-08-18,172.77,244.589,152.105,49.043,68.052,92.717,199.29,98.738,120.27,134.094,8.04,10.574,5.836,13.177,8.562,12.179,4.04,11.095,7.346,12.468
2021-08-19,176.144,243.224,155.315,46.952,71.018,93.459,207.841,102.838,120.188,134.73,8.259,10.508,6.136,13.222,8.423,11.609,3.995,11.273,7.258,12.948
2021-08-20,181.379,246.796,157.343,47.029,70.736,99.274,207.914,104.636,121.038,133.421,8.434,10.304,5.664,13.988,8.326,11.965,3.995,11.301,7.534,13.484
2021-08-23,172.79,244.14,163.693,47.667,70.756,97.257,206.014,102.54,120.878,135.967,8.498,10.308,5.493,14.109,8.192,12.033,4.007,11.13,7.706,13.527
2021-08-24,167.328,249.391,159.831,49.753,69.921,93.898,205.508,100.02,119.181,139.652,8.488,10.315,5.056,14.387,8.128,12.28,3.811,11.129,7.326,14.065
2021-08-25,158.12,241.5,167.218,49.225,71.987,93.231,208.678,101.939,116.289,141.333,8.419,10.171,5.436,14.067,8.418,12.161,3.915,11.565,7.701,14.127
2021-08-26,157.075,242.382,171.417,49.625,75.733,90.288,214.266,101.339,119.908,137.899,8.459,10.087,5.42,14.323,8.541,11.967,3.888,11.807,7.696,14.407
2021-08-27,160.278,253.798,170.534,47.572,76.686,87.58,216.948,96.109,120.124,141.414,8.697,10.035,5.547,14.417,8.306,11.971,4.063,11.869,7.335,14.86
2021-08-30,166.989,247.87,175.714,44.954,76.914,85.849,217.614,100.868,125.176,145.182,8.732,10.218,5.607,14.635,8.187,12.205,3.889,12.134,7.44,14.867
2021-08-31,167.454,243.998,170.852,45.864,77.05,84.293,224.407,99.76,123.541,145.367,9.07,10.184,5.722,14.359,8.266,12.143,3.857,12.295,7.68,14.903
2021-09-01,175.043,247.156,167.371,45.884,72.31,82.709,223.22,103.908,122.229,148.642,8.921,10.374,5.74,14.418,8.085,12.365,3.839,12.416,7.399,15.262
2021-09-02,168.567,248.373,164.896,47.169,73.777,83.692,228.086,107.613,125.007,147.45,8.915,10.511,5.797,14.092,7.943,12.086,3.876,12.709,7.715,15.52
2021-09-03,160.84,250.616,162.798,45.69,74.095,82.9,226.994,104.77,119.719,143.11,8.852,10.647,5.822,13.243,8.211,12.044,3.7,12.87,7.246,15.235
2021-09-06,160.718,253.71,158.503,46.269,74.985,82.681,229.197,107.806,115.962,141.476,8.677,10.98,5.701,13.782,8.09,12.028,3.673,13.136,7.161,14.406
2021-09-07,162.529,257.728,163.677,48.307,73.651,84.31,228.906,105.984,119.469,145.599,8.65,10.704,5.695,12.996,8.285,12.363,3.723,13.192,6.958,14.525
2021-09-08,162.508,264.744,162.74,48.807,72.97,83.056,228.881,100.685,115.852,142.203,8.713,10.591,5.752,13.198,8.545,12.423,3.641,13.118,7.256,13.768
2021-09-09,153.44,267.51,164.383,49.149,72.245,82.689,227.372,99.606,110.346,142.34,8.792,11.012,5.777,13.328,8.394,12.916,3.757,12.954,7.042,13.598
2021-09-10,153.183,266.129,162.116,49.188,74.233,83.409,233.768,100.768,115.951,142.557,9.133,10.949,5.483,13.457,8.213,12.525,3.718,12.755,6.795,13.308
2021-09-13,147.832,270.586,154.632,47.42,73.558,80.127,230.552,99.583,111.755,141.504,9.207,10.255,5.295,13.355,8.161,12.564,3.64,12.276,6.891,13.126
2021-09-14,150.654,283.077,155.863,48.942,77.622,76.234,227.346,98.834,112.413,140.619,9.395,10.332,5.497,13.464,7.945,12.617,3.691,12.017,7.035,13.405
2021-09-15,152.279,282.353,148.298,48.276,78.559,76.867,237.298,101.996,112.73,140.921,9.403,10.364,5.441,13.649,7.973,12.796,3.829,11.754,7.183,13.763
2021-09-16,148.48,275.933,148.179,48.87,76.003,77.738,242.217,102.377,104.391,139.767,9.685,9.754,5.554,13.938,7.936,12.563,3.866,11.618,7.127,13.948
2021-09-17,146.505,283.427,143.073,47.123,75.809,81.165,230.817,100.112,103.749,136.664,10.1,10.165,5.346,14.627,8.01,13.044,3.98,12.052,7.187,14.179
2021-09-20,142.371,282.786,150.574,45.858,74.579,81.52,228.422,102.11,105.091,137.276,10.042,9.849,5.075,14.511,8.29,13.05,4.135,12.013,7.047,14.421
2021-09-21,142.236,268.235,154.274,47.415,70.361,83.0,220.31,102.746,106.186,139.81,9.86,9.923,4.989,14.544,8.461,12.732,4.046,12.086,7.413,13.525
2021-09-22,146.061,273.85,154.847,47.06,73.36,82.753,216.312,95.776,108.848,141.926,9.759,9.873,4.953,14.178,8.567,12.73,4.134,12.17,7.566,13.699
2021-09-23,142.233,270.507,160.065,48.678,74.768,83.355,202.846,96.974,107.83,140.191,9.806,9.587,4.841,14.359,8.155,12.642,3.988,12.632,7.822,13.089
2021-09-24,144.303,270.088,156.713,48.618,75.87,86.34,202.492,98.091,109.984,137.469,9.884,9.356,5.061,14.636,8.346,13.44,4.027,12.465,8.017,13.422
2021-09-27,142.32,272.406,159.071,46.564,76.26,82.615,198.036,98.227,108.069,136.966,10.005,9.16,5.019,14.564,8.704,13.559,4.02,12.405,8.149,12.724
2021-09-28,139.341,273.819,160.049,47.557,73.566,83.416,198.477,100.695,104.11,140.598,10.085,9.384,5.344,14.794,7.931,13.577,4.137,12.379,7.843,12.826
2021-09-29,139.039,278.646,161.299,46.933,72.696,87.217,192.176,98.936,100.609,142.213,10.083,9.354,5.342,14.679,8.164,13.545,4.249,12.717,7.999,13.011
2021-09-30,135.207,275.911,166.77,47.723,74.354,87.824,192.693,99.926,96.785,143.982,9.965,9.244,4.896,14.964,8.136,13.839,4.306,13.126,8.032,12.654
2021-10-01,133.262,279.476,170.095,47.779,72.371,90.939,191.277,95.746,99.485,146.21,10.034,9.05,5.137,15.356,7.969,14.154,4.336,13.279,8.348,12.967
2021-10-04,128.996,277.912,171.532,46.092,67.64,89.846,197.264,96.888,95.565,147.354,10.366,9.294,4.793,15.753,8.13,13.225,4.387,13.672,8.559,13.141
2021-10-05,136.028,283.006,164.349,46.295,67.293,89.884,203.077,102.123,96.356,147.786,10.553,9.601,4.891,15.812,8.477,13.578,4.393,13.735,8.708,13.275
2021-10-06,136.263,287.357,160.424,48.687,67.098,90.044,206.499,99.442,95.767,149.525,10.652,9.858,4.762,15.355,8.516,13.589,4.387,13.685,8.263,13.516
2021-10-07,133.759,281.093,160.07,49.273,67.39,85.983,205.349,97.468,95.598,148.339,10.846,9.968,5.119,15.097,8.442,13.189,4.534,14.072,8.345,13.403
2021-10-08,134.644,288.585,160.613,49.236,68.728,83.985,213.777,95.665,99.168,145.064,10.771,10.033,5.301,15.357,8.249,13.454,4.699,14.24,8.207,13.462
2021-10-11,134.332,285.057,156.07,50.496,69.929,82.158,207.301,96.084,98.105,146.914,10.669,9.759,5.167,16.426,8.282,14.139,4.683,13.998,8.275,13.474
2021-10-12,133.623,290.756,165.967,50.773,70.459,83.654,201.647,93.383,99.801,150.019,10.522,9.706,5.146,16.029,8.464,14.108,4.709,14.335,8.174,13.478
2021-10-13,135.97,293.497,172.645,51.05,72.717,85.264,201.511,94.533,99.998,147.432,10.495,9.557,5.193,16.243,8.387,14.461,4.718,14.27,8.109,13.259
